lat_aod,lon_aod,pred_pm25
28.049999999999997,74.35,135.22116425969918
28.049999999999997,74.45,135.22116425969918
28.049999999999997,74.95,129.0464655507207
28.049999999999997,75.05,129.0464655507207
28.049999999999997,75.55,126.02203750849725
28.049999999999997,75.65,126.02203750849725
28.049999999999997,76.15,128.93506042827755
28.049999999999997,76.25,128.93506042827755
28.049999999999997,78.75,134.75848418541597
28.049999999999997,78.85,134.75848418541597
28.049999999999997,79.35,130.73136993261812
28.049999999999997,79.44999999999999,130.73136993261812
28.049999999999997,80.05,128.78367186536835
28.049999999999997,80.55,129.95117141212273
28.049999999999997,80.65,129.95117141212273
28.049999999999997,81.15,129.8594502080288
28.049999999999997,81.25,129.8594502080288
28.049999999999997,81.94999999999999,131.07166339822913
28.049999999999997,83.75,130.637516503262
28.049999999999997,83.85,130.637516503262
28.049999999999997,84.35,129.85611682521977
28.049999999999997,84.45,129.85611682521977
28.049999999999997,84.95,130.2295055448253
28.049999999999997,85.05,130.2295055448253
28.049999999999997,85.55,128.07467907630542
28.049999999999997,85.65,128.07467907630542
28.049999999999997,86.15,126.71933844277562
28.049999999999997,86.25,126.71933844277562
28.049999999999997,88.75,125.79937826612917
28.049999999999997,88.85,125.79937826612917
28.049999999999997,89.35,126.95831456321676
28.049999999999997,89.45,126.95831456321676
28.049999999999997,89.95,126.3729306490386
28.049999999999997,90.05,126.3729306490386
28.049999999999997,90.55,126.55515834134629
28.049999999999997,90.65,126.55515834134629
28.049999999999997,91.15,128.0203919265264
28.049999999999997,91.25,128.0203919265264
28.049999999999997,93.75,130.07228026657805
28.049999999999997,93.85,130.07228026657805
28.049999999999997,94.35,130.22489351129417
28.049999999999997,94.45,130.22489351129417
28.049999999999997,94.95,126.7011326949334
28.049999999999997,95.05,126.7011326949334
28.049999999999997,95.55,132.13811083323472
28.049999999999997,95.65,132.13811083323472
28.049999999999997,96.15,126.85538867131481
28.049999999999997,96.25,126.85538867131481
28.049999999999997,98.75,131.15486273459712
28.049999999999997,98.85,131.15486273459712
27.049999999999997,65.55,126.96242601489102
27.049999999999997,65.65,126.96242601489102
27.049999999999997,66.15,126.72987028427943
27.049999999999997,66.25,126.72987028427943
27.049999999999997,68.75,135.04622206859656
27.049999999999997,68.85,135.04622206859656
27.049999999999997,69.35,135.60772222956078
27.049999999999997,69.45,135.60772222956078
27.049999999999997,69.95,126.17321571958837
27.049999999999997,70.05,126.17321571958837
27.049999999999997,70.55,123.7939770396993
27.049999999999997,70.65,123.7939770396993
27.049999999999997,71.15,128.17060003145892
27.049999999999997,71.25,128.17060003145892
27.049999999999997,73.75,133.26808900380863
27.049999999999997,73.85,133.26808900380863
27.049999999999997,74.35,133.48106950434115
27.049999999999997,74.45,133.48106950434115
27.049999999999997,74.95,125.36005529043676
27.049999999999997,75.05,125.36005529043676
27.049999999999997,75.55,134.80763299967126
27.049999999999997,75.65,134.80763299967126
27.049999999999997,76.15,132.37385068607702
27.049999999999997,76.25,132.37385068607702
27.049999999999997,78.75,139.878535257877
27.049999999999997,78.85,139.878535257877
27.049999999999997,79.35,135.17693025434687
27.049999999999997,79.44999999999999,135.17693025434687
27.049999999999997,80.05,136.47390258598543
27.049999999999997,80.55,128.2025045287615
27.049999999999997,80.65,128.2025045287615
27.049999999999997,81.15,141.42491366120993
27.049999999999997,81.25,141.42491366120993
27.049999999999997,81.94999999999999,130.32217830239424
27.049999999999997,83.75,131.06133058482993
27.049999999999997,83.85,131.06133058482993
27.049999999999997,84.35,126.3520005710197
27.049999999999997,84.45,126.3520005710197
27.049999999999997,84.95,130.6223531926697
27.049999999999997,85.05,130.6223531926697
27.049999999999997,85.55,129.09869884173344
27.049999999999997,85.65,129.09869884173344
27.049999999999997,86.15,129.87283500062009
27.049999999999997,86.25,129.87283500062009
27.049999999999997,88.75,129.48039029935734
27.049999999999997,88.85,129.48039029935734
27.049999999999997,89.35,129.0543155143208
27.049999999999997,89.45,129.0543155143208
27.049999999999997,89.95,132.59742677916407
27.049999999999997,90.05,132.59742677916407
27.049999999999997,90.55,130.10692198495926
27.049999999999997,90.65,130.10692198495926
27.049999999999997,91.15,130.18694996646528
27.049999999999997,91.25,130.18694996646528
27.049999999999997,93.75,125.42134806093834
27.049999999999997,93.85,125.42134806093834
27.049999999999997,94.35,129.46121199679433
27.049999999999997,94.45,129.46121199679433
27.049999999999997,94.95,130.26345603936008
27.049999999999997,95.05,130.26345603936008
27.049999999999997,95.55,124.27194068341403
27.049999999999997,95.65,124.27194068341403
27.049999999999997,96.15,128.67406868298497
27.049999999999997,96.25,128.67406868298497
27.049999999999997,98.75,133.3055359245344
27.049999999999997,98.85,133.3055359245344
26.049999999999997,65.55,127.53985635463545
26.049999999999997,65.65,127.53985635463545
26.049999999999997,66.15,128.09313789324332
26.049999999999997,66.25,128.09313789324332
26.049999999999997,68.75,128.3959773483023
26.049999999999997,68.85,128.3959773483023
26.049999999999997,69.35,133.0183367752093
26.049999999999997,69.45,133.0183367752093
26.049999999999997,69.95,129.27297253776723
26.049999999999997,70.05,129.27297253776723
26.049999999999997,70.55,134.37140630961144
26.049999999999997,70.65,134.37140630961144
26.049999999999997,71.15,131.75864939591432
26.049999999999997,71.25,131.75864939591432
26.049999999999997,73.75,135.66944669051193
26.049999999999997,73.85,135.66944669051193
26.049999999999997,74.35,127.16912120762694
26.049999999999997,74.45,132.77984083428154
26.049999999999997,74.95,132.53498665600716
26.049999999999997,75.05,128.75634166899107
26.049999999999997,75.55,131.48223940267258
26.049999999999997,75.65,131.48223940267258
26.049999999999997,76.15,133.28171148993525
26.049999999999997,76.25,133.28171148993525
26.049999999999997,78.75,141.06114237654705
26.049999999999997,78.85,141.06114237654705
26.049999999999997,79.35,133.2755608466708
26.049999999999997,79.44999999999999,133.2755608466708
26.049999999999997,80.05,135.87194808878598
26.049999999999997,80.55,136.08814056570148
26.049999999999997,80.65,136.08814056570148
26.049999999999997,81.15,135.88515457910336
26.049999999999997,81.25,135.88515457910336
26.049999999999997,81.94999999999999,140.1518369390574
26.049999999999997,83.75,126.56029236184287
26.049999999999997,83.85,126.56029236184287
26.049999999999997,84.35,131.16416529434244
26.049999999999997,84.45,131.16416529434244
26.049999999999997,84.95,127.8515538071166
26.049999999999997,85.05,127.8515538071166
26.049999999999997,85.55,132.50324403984396
26.049999999999997,85.65,132.50324403984396
26.049999999999997,86.15,135.43474981091737
26.049999999999997,86.25,135.43474981091737
26.049999999999997,88.75,129.03294549717296
26.049999999999997,88.85,129.03294549717296
26.049999999999997,89.35,129.85736683770375
26.049999999999997,89.45,129.85736683770375
26.049999999999997,89.95,128.8019059349781
26.049999999999997,90.05,128.8019059349781
26.049999999999997,90.55,127.69034522869873
26.049999999999997,90.65,127.69034522869873
26.049999999999997,91.15,128.65714241559897
26.049999999999997,91.25,128.65714241559897
26.049999999999997,93.75,132.83506627871236
26.049999999999997,93.85,132.83506627871236
26.049999999999997,94.35,131.59656715740783
26.049999999999997,94.45,131.59656715740783
26.049999999999997,94.95,130.13770967168625
26.049999999999997,95.05,130.13770967168625
26.049999999999997,95.55,128.6452513181485
26.049999999999997,95.65,128.6452513181485
26.049999999999997,96.15,125.91800424325241
26.049999999999997,96.25,125.91800424325241
26.049999999999997,98.75,131.60681530889207
26.049999999999997,98.85,131.60681530889207
25.549999999999997,65.55,129.54868807895386
25.549999999999997,65.65,129.54868807895386
25.549999999999997,66.15,127.49796548132922
25.549999999999997,66.25,127.49796548132922
25.549999999999997,68.75,129.4791204390772
25.549999999999997,68.85,129.4791204390772
25.549999999999997,69.35,128.9250744412702
25.549999999999997,69.45,128.9250744412702
25.549999999999997,69.95,128.74724472590287
25.549999999999997,70.05,128.74724472590287
25.549999999999997,70.55,129.80228742994726
25.549999999999997,70.65,129.80228742994726
25.549999999999997,71.15,131.7161745423461
25.549999999999997,71.25,131.7161745423461
25.549999999999997,73.75,134.46178521814966
25.549999999999997,73.85,134.46178521814966
25.549999999999997,74.35,131.68120477349146
25.549999999999997,74.45,131.68120477349146
25.549999999999997,74.95,132.48159461421784
25.549999999999997,75.05,132.48159461421784
25.549999999999997,75.55,132.96498704666797
25.549999999999997,75.65,130.74571770294236
25.549999999999997,76.15,130.09920581844176
25.549999999999997,76.25,130.09920581844176
25.549999999999997,78.75,140.99663639459177
25.549999999999997,78.85,140.99663639459177
25.549999999999997,79.35,133.22534385284754
25.549999999999997,79.44999999999999,133.22534385284754
25.549999999999997,80.05,135.85371865855487
25.549999999999997,80.55,135.87026080677003
25.549999999999997,80.65,135.87026080677003
25.549999999999997,81.15,135.98357946083007
